serialNo,Supplier_NO.,OEM_NO.,Benchmark_NO.,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,brand,item_group,stock_uom
IC-0000165,C-HNO33,S1560-72260/1,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000166,C-HNA01,17801-1280,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000167,C-HNA02,17801-1720,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000168,C-HNA03,17801-2850,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000169,C-HNA04,17801-2440,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000170,C-HNA05,17801-2410,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000171,C-HNA06,17801-2200,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000172,C-HNA07,17801-2290,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000173,C-HNA07A,17801-2290,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000174,C-HNA08,17801-2990,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000175,C-HNA09,17801-1030,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000176,C-HNA10,17801-2490,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000177,C-HNA11,17801-3050,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000178,C-HNA12,17801-2530,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000179,C-HNA13,17801-2270,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000180,C-HNA14,17801-2120,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000181,C-HNA15,17801-3030,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000182,C-HNA16,17801-3000,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000183,C-HNA17,17801-2590,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000184,C-HNA17A,17801-2590,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000185,C-HNA18,17801-2910,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000186,C-HNA19,17801-2900,,HINO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000187,C-MDO01,B 6Y1-14-302,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000188,C-MDO02,WL 51-14-302T,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000189,C-MDO03,B 6YO-14-302,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000190,C-MDO05,0866-23-802,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000191,C-MDO06,8173-23-802,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000192,C-MDO07,1456-23-802A,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000193,C-MDO08,8259-23-802,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000194,C-MDO09,RF01-23-802A,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000195,C-MDO10,TFYO-14-302,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000196,C-MDO12,LF10-14-302,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000197,C-MDO13,0187-23-420,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000198,C-MDO14,WE01-14-302,,MAZDA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000199,C-MDO04,REYO-14-302,,MAZDA,626 Cronos,626โครโนส ,โฉมปี 1992-1997,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000200,C-MDO11,GY01-14-302B,,MAZDA,TRIBUTE,ทริบิวต์,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000201,C-MDO15,YF09-14-302,,MAZDA,TRIBUTE,ทริบิวต์,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000202,C-MDO16,MU2YO-14-302,,MAZDA,BT-50 PRO,บีที-50 โปร,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000203,C-MDO17,MU2YO-14-302,,MAZDA,BT-50 PRO,บีที-50 โปร,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000204,C-HDO01,15400-PR3-TO1,,HONDA,ACCORD,แอ๊คคอร์ด,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000205,C-HDO02,15400-PR3-505,,HONDA,ACCORD,แอ๊คคอร์ด,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000206,C-CLO01,94797-406,,CHEVROLET,OPTRA,อ๊อปตร้า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000207,C-CLO02,2446-0713,,CHEVROLET,ZAFIRA,ซาฟิร่า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000208,C-CLO03,919-2426,,CHEVROLET,ZAFIRA,ซาฟิร่า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000209,C-CLO04,9374-3595,,CHEVROLET,CAPTIVA,แคปติว่า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000210,C-CLO06,1#12636838,,CHEVROLET,TRAILBLAZER,เทรลเบล์เซอร์,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000211,C-CLO07,1#93185674,,CHEVROLET,CRUZE,ครูซ,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000212,C-CLO08,1#96985730,,CHEVROLET,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000213,C-CLO09,#55589295,,CHEVROLET,SONIC,โซนิค,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000214,C-HYO01,26300-35056,,HYUNDAI,ELANTRA,เอลันตร้า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000215,C-HYO02,26310-4A010,,HYUNDAI,H-1,เอช-วัน,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000216,C-HYF01,31922-4H001,,HYUNDAI,H-1,เอช-วัน,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000217,C-HYO03,26300-42040,,HYUNDAI,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000218,C-HYA03,28113-4H000,,HYUNDAI,H-1,เอช-วัน,โฉมปี 2008-2016 (TQ),ไส้กรองอากาศ,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000219,C-SKO01,15610-61A01,,SUZUKI,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000220,C-SKO02,16510C61J00B000,,SUZUKI,CARRY,แคร์รี่,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000221,C-BMO01,11-421266-773,,BMW,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000222,C-BMO02,11-421730-389,,BMW,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000223,C-BMO03,11-421258-039,,BMW,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000224,C-BMO04,11-421727-300,,BMW,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000225,C-BMO01,13721707050,,BMW,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000226,C-BMO02,BMW316-320,,BMW,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000227,C-PGO01,LS468,,PEUGEOT,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000228,C-PGO02,LS152B,,PEUGEOT,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000229,C-PGO03,LS867B,,PEUGEOT,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000230,C-JPO01,5281090,,JEEP,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000231,C-JPO01,5300-4383,,JEEP,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000232,C-JPO02,5300-7386,,JEEP,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000233,C-FDO01,DONN-6714-B,,FORD,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000234,C-FDO02,81879134,,FORD,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000235,C-FDO06,7810-7910-8210,,FORD,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000236,C-FDO03,WE01-14-302,,FORD,RANGER,แรนเจอร์,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000237,C-FDO04,WL84-14-302,,FORD,RANGER,แรนเจอร์,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000238,C-FDO05,7S7G-6714-AAT,,FORD,FIESTA,เฟียสต้า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000239,C-VVO01,3517857-3,,VOLVO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000240,C-VVO02,3467632-0,,VOLVO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000241,C-VVO03,47-8736,,VOLVO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000242,C-VVO04,47-7556,,VOLVO,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000243,C-BZO01,A104-180-0109,,MERCEDES-BENZ,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000244,C-BZO02,102184-01-01,,MERCEDES-BENZ,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000246,C-BZO04,401180-0009,,MERCEDES-BENZ,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000247,C-BZO05,112-184-04-25,,MERCEDES-BENZ,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000248,C-BZO06,4031840025,,MERCEDES-BENZ,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000249,C-BZO07,2711800409,,MERCEDES-BENZ,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000250,C-KIO01,OK551-14-302Y,,KIA,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000251,C-KIO02,OJE15-14-302Y,,KIA, CARNIVAL,คาร์นิวัล,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000252,C-SRO01,15208-AA023,,SUBARU,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000253,C-SRO02,15028-AA000,,SUBARU,,,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000254,C-DHO01,15601-87107,,DAIHATSU,MIRA,มีร่า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000255,C-DHO02,15601-87103,,DAIHATSU,MIRA,มีร่า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
IC-0000256,C-DHA01,1219-6621-2,,DAIHATSU,MIRA,มีร่า,,ไส้กรองน้ำมันเครื่อง,,CORNER,เทียบแท้เกรด B,ชิ้น
AA-0000408,AN551WKT,4605A284,,MITSUBISHI,TRITON,ไทรทัน,,ผ้าดิสเบรค,หน้า,AKEBONO,,ชิ้น
AA-0000409,AN215KT,04465-0K160,,TOYOTA,HILUX VIGO,ไฮลักซ์ วีโก้,,ผ้าดิสเบรค,หน้า,AKEBONO,,ชิ้น
AA-0000410,AN547KWT,04465-0K060,,TOYOTA,HILUX VIGO,ไฮลักซ์ วีโก้,,ผ้าดิสเบรค,หน้า,AKEBONO,,ชิ้น
AA-0000411,AN707KT,04465-26320,,TOYOTA,HIACE,ไฮเอซ,,ผ้าดิสเบรค,หน้า,AKEBONO,,ชิ้น
